ID,Name,Alignment,Gender,EyeColor,Race,HairColor,Publisher,SkinColor,Height,Weight,Wiki_Bio
234,Ego,0,,,,,Marvel Comics,,183.0,83.0,ego the living planet is a fictional character appearing in american comic books published by marvel comics. the character first appeared in thor #132 (september 1966) and was created by writer stan lee and artist jack kirby.
236,Electro,0,Male,blue,Human,Auburn,Marvel Comics,,180.0,74.0,"electro () is the alias of two supervillains appearing in american comic books published by marvel comics.
created by writer stan lee and artist steve ditko, the first and best-known version of electro is maxwell ""max"" dillon, who first appeared in the amazing spider-man #9 (1964) and has since endured as one of the superhero spider-man's most recurring enemies, belonging to the collective of adversaries that make up his rogues gallery."
237,Elektra,1,Female,blue,Human,Black,Marvel Comics,,175.0,59.0,"elektra natchios (uk: , us: ) is a fictional character  appearing in american comic books published by marvel comics. she was initially created as a supporting character for the superhero matt murdock / daredevil, to whom elektra has functioned as a villainous adversary, love interest, and later, a heroic ally."
240,Emma Frost,1,Female,blue,,Blond,Marvel Comics,,178.0,65.0,"emma grace frost is a character appearing in american comic books published by marvel comics. created by writer chris claremont and artist/co-writer john byrne, the character first appeared in the uncanny x-men #129 (january 1980)."
246,Evil Deadpool,0,Male,white,Mutant,Red,Marvel Comics,,188.0,95.0,"deadpool is a character appearing in american comic books published by marvel comics. created by fabian nicieza and rob liefeld, the character first appeared in new mutants #98 (december 1990)."
247,Evilhawk,0,Male,red,Alien,Black,Marvel Comics,green,191.0,106.0,"darkhawk (christopher powell) is a superhero appearing in american comic books published by marvel comics. the character first appeared in darkhawk #1 (march 1991), and was created by writer tom defalco and artist mike manley."
248,Exodus,0,Male,blue,Mutant,Black,Marvel Comics,red,183.0,88.0,"
== tatiana caban ==


== bethany cabe ==


== caber ==

caber is a character in marvel comics.
caber is one of the celtic gods of avalon, a warrior god."
249,Fabian Cortez,0,,blue,,Brown,Marvel Comics,,196.0,96.0,"
== tatiana caban ==


== bethany cabe ==


== caber ==

caber is a character in marvel comics.
caber is one of the celtic gods of avalon, a warrior god."
250,Falcon,1,Male,brown,Human,Black,Marvel Comics,,188.0,108.0,"the falcon (samuel thomas ""sam"" wilson) is a superhero appearing in american comic books published by marvel comics. the character was introduced by writer-editor stan lee and artist gene colan in captain america #117 (sept."
251,Fallen One II,0,Male,black,,Blue,Marvel Comics,,183.0,83.0,"the beyonder () is a fictional cosmic entity appearing in american comic books published by marvel comics. created by writer jim shooter and artist mike zeck, the beyonder first appeared in secret wars #1 (may 1984) as an unseen, nigh-omnipotent being from outside the multiverse who kidnapped the heroes and villains of the marvel universe to have them do battle on battleworld, a fictional planet created by the beyonder."
253,Feral,1,,yellow (without irises),,Orange / White,Marvel Comics,,175.0,50.0,"feral (maria callasantos) is a character appearing in american comic books published by marvel comics. created by rob liefeld and fabian nicieza, she first appeared in the new mutants #99 (march 1991)."
255,Fin Fang Foom,1,Male,red,Kakarantharaian,No Hair,Marvel Comics,green,975.0,18.0,fin fang foom is a character appearing in american comic books published by marvel comics. the character has been depicted as an extraterrestrial creature resembling a dragon.
256,Firebird,1,Female,brown,,Black,Marvel Comics,,165.0,56.0,"firebird (bonita juarez) is a superhero character appearing in american comic books published by marvel comics. created by writer bill mantlo and artist sal buscema, she first appeared in incredible hulk vol."
257,Firelord,1,,white,,Yellow,Marvel Comics,,193.0,99.0,"firelord (pyreus kril) is a character appearing in american comic books published by marvel comics.


== publication history ==

firelord first appears in thor #225 (july 1974) and was created by writer gerry conway and penciler john buscema."
258,Firestar,1,Female,green,Mutant,Red,Marvel Comics,,173.0,56.0,"firestar (angelica ""angel"" jones) is a superhero appearing in media including american comic books published by marvel comics. created by john romita sr., rick hoberg, and dennis marks, the character first appeared in 1981 on the nbc animated television series spider-man and his amazing friends."
261,Fixer,0,,red,,No Hair,Marvel Comics,,183.0,83.0,"the fixer is the name of two characters appearing in american comic books published by marvel comics: roscoe sweeney and paul norbert ebersol.
roscoe sweeney was portrayed by kevin nagle in the marvel cinematic universe series daredevil while paul ebersol has appeared in animated media."
267,Forge,1,,brown,,Black,Marvel Comics,,183.0,81.0,"forge is a superhero appearing in american comic books published by marvel comics, most commonly in association with the x-men. a mutant with an unsurpassed brilliance in technology, he has had a lengthy career as a government weapons contractor."
268,Franklin Richards,1,Male,blue,Mutant,Blond,Marvel Comics,,142.0,45.0,"valeria meghan richards, originally von doom, is a character appearing in american comic books published by marvel comics. the character is the daughter of mister fantastic (reed richards) and the invisible woman (susan storm-richards) and goddaughter of doctor victor von doom."
269,Franklin Storm,1,,blue,,Grey,Marvel Comics,,188.0,92.0,"franklin storm is a character appearing in american comic books published by marvel comics. he is the father of susan storm and johnny storm, better known as invisible woman and human torch of the fantastic four, respectively."
270,Frenzy,0,Female,brown,,Black,Marvel Comics,,211.0,104.0,"frenzy is a 1972 british neo-noir thriller film directed by alfred hitchcock in the penultimate feature film of his extensive career. the screenplay by anthony shaffer is based on the 1966 novel goodbye piccadilly, farewell leicester square by arthur la bern."
271,Frigga,1,Female,blue,,White,Marvel Comics,,180.0,167.0,"frigga (sometimes called freyja) is a fictional character appearing in american comic books published by marvel comics. the character appears in particular in those featuring the superhero thor, who is frigga's son."
273,Gambit,1,Male,red,Mutant,Brown,Marvel Comics,,185.0,81.0,"gambit is a superhero appearing in american comic books published by marvel comics, usually those featuring the x-men, a group of which gambit is typically depicted as a member. the character was created by writer chris claremont and artist jim lee."
274,Gamora,1,Female,yellow,Zen-Whoberian,Black,Marvel Comics,green,183.0,77.0,"gamora is a character appearing in american comic books published by marvel comics. created by writer/artist jim starlin, the character first appeared in strange tales #180 (june 1975)."
278,Genesis,1,Male,blue,,Blond,Marvel Comics,,185.0,86.0,genesis (tyler dayspring) is a fictional character appearing in marvel comics. he was a mutant and recurring foe of cable and wolverine.
279,Ghost Rider,1,Male,red,Demon,No Hair,Marvel Comics,,188.0,99.0,"roberto ""robbie"" reyes is an antihero appearing in american comic books published by marvel comics. he is the fifth marvel character to use the name ghost rider, after carter slade (the western comics hero later known as the phantom rider), johnny blaze, danny ketch and alejandra jones."
280,Ghost Rider II,1,,,,,Marvel Comics,,183.0,83.0,ghost rider is the name of multiple superheroes or antiheroes appearing in american comic books published by marvel comics.  marvel had previously used the name for a western character whose name was later changed to phantom rider.
281,Giant-Man,1,Male,,Human,,Marvel Comics,,183.0,83.0,"giant-man is the alias used by several superheroes appearing in american comic books published by marvel comics, usually in association with the alias ant-man. hank pym first appeared as giant-man in tales to astonish #49, though he had appeared multiple times before, first in #27 as the scientist henry pym, and in #35 as ant-man."
282,Giant-Man II,1,Male,,,,Marvel Comics,,183.0,83.0,"spider-man (miles gonzalo morales ) is a superhero and the third predominant spider-man to appear in american comic books published by marvel comics, created in 2011 by writer brian michael bendis and artist sara pichelli, along with input by marvel's then-editor-in-chief axel alonso. born as a modern reimagining of the popular character, miles morales debuted in ultimate comics: fallout #4."
285,Goblin Queen,0,Female,green,,Red,Marvel Comics,,168.0,50.0,"the green goblin is the alias of several supervillains appearing in american comic books published by marvel comics. created by writer stan lee and artist steve ditko, the first and best-known incarnation of the green goblin is norman osborn, who has endured as the archenemy of the superhero spider-man, alongside doctor octopus and venom."
289,Goliath,1,Male,,,,Marvel Comics,,183.0,83.0,"goliath is a superhero comic book identity in marvel comics.


== character history ==
the goliath identity has been used by various superheroes:


=== henry pym ===

henry ""hank"" pym was the first to utilize the goliath name."
290,Goliath,1,Male,,Human,,Marvel Comics,,183.0,83.0,"goliath is a superhero comic book identity in marvel comics.


== character history ==
the goliath identity has been used by various superheroes:


=== henry pym ===

henry ""hank"" pym was the first to utilize the goliath name."
291,Goliath,1,Male,,Human,,Marvel Comics,,183.0,83.0,"goliath is a superhero comic book identity in marvel comics.


== character history ==
the goliath identity has been used by various superheroes:


=== henry pym ===

henry ""hank"" pym was the first to utilize the goliath name."
292,Goliath IV,1,Male,brown,,Black,Marvel Comics,,183.0,90.0,"the marvel epic collection is an ongoing line of color trade paperbacks that republish marvel comics in a uniform trade dress. announced in april 2013, their stated intention was to collect entire runs of characters or titles as ""big fat collections with the best price we can maintain"", in similar manner to the discontinued black-and-white essential marvel."
295,Gravity,1,Male,blue,Human,Brown,Marvel Comics,,178.0,79.0,"the blob (frederick j. ""fred"" dukes) is a fictional character appearing in american comic books published by marvel comics. the character is usually depicted as an adversary of the x-men."
298,Green Goblin,0,Male,blue,Human,Auburn,Marvel Comics,,180.0,83.0,"the green goblin is the alias of several supervillains appearing in american comic books published by marvel comics. created by writer stan lee and artist steve ditko, the first and best-known incarnation of the green goblin is norman osborn, who has endured as the archenemy of the superhero spider-man, alongside doctor octopus and venom."
299,Green Goblin II,0,Male,blue,,Auburn,Marvel Comics,,178.0,77.0,"the green goblin is the alias of several supervillains appearing in american comic books published by marvel comics. created by writer stan lee and artist steve ditko, the first and best-known incarnation of the green goblin is norman osborn, who has endured as the archenemy of the superhero spider-man, alongside doctor octopus and venom."
300,Green Goblin III,1,Male,,,,Marvel Comics,,183.0,88.0,"the green goblin is the alias of several supervillains appearing in american comic books published by marvel comics. created by writer stan lee and artist steve ditko, the first and best-known incarnation of the green goblin is norman osborn, who has endured as the archenemy of the superhero spider-man, alongside doctor octopus and venom."
301,Green Goblin IV,1,Male,green,,Brown,Marvel Comics,,178.0,79.0,"the green goblin is the alias of several supervillains appearing in american comic books published by marvel comics. created by writer stan lee and artist steve ditko, the first and best-known incarnation of the green goblin is norman osborn, who has endured as the archenemy of the superhero spider-man, alongside doctor octopus and venom."
302,Groot,1,Male,yellow,Flora Colossus,,Marvel Comics,,701.0,4.0,"groot () is a character appearing in american comic books published by marvel comics. created by stan lee, larry lieber and jack kirby, the character first appeared in tales to astonish #13 (november 1960)."
303,Guardian,1,Male,brown,Human,Black,Marvel Comics,,183.0,83.0,"guardian (james hudson; also known as weapon alpha or vindicator) is a fictional superhero appearing in american comic books published by marvel comics. created by john byrne, the character made his first appearance in the uncanny x-men #109 (february 1978) which was co-plotted by byrne and his long-time collaborator chris claremont."
310,Havok,1,Male,blue,Mutant,Blond,Marvel Comics,,183.0,79.0,"havok is a fictional character appearing in american comic books published by marvel comics, commonly in association with the x-men. he first appears in the x-men #54 (march 1969), and was created by writer arnold drake and penciller don heck."
312,Hawkeye,1,Male,blue,Human,Blond,Marvel Comics,,191.0,104.0,"hawkeye (clinton francis ""clint"" barton) is a character appearing in american comic books published by marvel comics. created by writer stan lee and artist don heck, the character first appeared as a supervillain in tales of suspense #57 (september 1964) and later joined the avengers as a superhero in the avengers #16 (may 1965)."
313,Hawkeye II,1,Female,blue,Human,Black,Marvel Comics,,165.0,57.0,"hawkeye (clinton francis ""clint"" barton) is a character appearing in american comic books published by marvel comics. created by writer stan lee and artist don heck, the character first appeared as a supervillain in tales of suspense #57 (september 1964) and later joined the avengers as a superhero in the avengers #16 (may 1965)."
320,Hela,0,Female,green,Asgardian,Black,Marvel Comics,,213.0,225.0,"hela () is a fictional character appearing in american comic books published by marvel comics. she is based on the goddess hel from norse mythology, and was first adapted by stan lee and jack kirby in journey into mystery #102."
322,Hellcat,1,Female,blue,Human,Red,Marvel Comics,,173.0,61.0,"patricia ""patsy"" walker is a superhero appearing in american comic books published by marvel comics. created by stuart little and ruth atkinson, patsy walker first appeared in miss america magazine #2 (november 1944), published by marvel precursor timely comics, and became hellcat in the avengers #144 (february 1976)."
323,Hellstorm,1,Male,red,,Red,Marvel Comics,,185.0,81.0,no data
324,Hercules,1,Male,blue,Demi-God,Brown,Marvel Comics,,196.0,146.0,"hercules panhellenios is a character appearing in american comic books published by marvel comics. debuting in the silver age of comic books, the character is based on heracles of greek mythology (despite using the name of his roman equivalent, hercules)."
327,Hobgoblin,0,Male,blue,,Grey,Marvel Comics,,180.0,83.0,"the hobgoblin is a costumed identity of supervillains appearing in american comic books published by marvel comics, most of whom are depicted as enemies of the superhero spider-man and belong to the collective of adversaries that make up his rogues gallery. created by writer roger stern and artist john romita jr., the hobgoblin was introduced in the amazing spider-man #238 (march 1983) as a criminal mastermind equipped with halloween-themed weapons similar to those used by the green goblin."
328,Hollow,1,Female,blue,,Red,Marvel Comics,,170.0,83.0,"m, or penance (monet yvette clarisse maria therese st. croix), is a mutant superheroine appearing in american comic books published by marvel comics."
329,Hope Summers,1,Female,green,,Red,Marvel Comics,,168.0,48.0,"hope summers is a character appearing in american comic books published by marvel comics. created by mike carey and chris bachalo, the character first appeared in x-men #205 (jan 2008, during the ""x-men: messiah complex"" storyline)."
330,Howard the Duck,1,Male,brown,,Yellow,Marvel Comics,,79.0,18.0,"howard the duck is a fictional character appearing in american comic books published by marvel comics. the character was created by writer steve gerber, based very loosely on his college friend howard tockman, and artist val mayerik."
331,Hulk,1,Male,green,Human / Radiation,Green,Marvel Comics,green,244.0,630.0,"the hulk is a superhero appearing in american comic books published by marvel comics. created by writer stan lee and artist jack kirby, the character first appeared in the debut issue of the incredible hulk (may 1962)."
332,Human Torch,1,Male,blue,Human / Radiation,Blond,Marvel Comics,,178.0,77.0,"the human torch (jonathan lowell spencer ""johnny"" storm) is a superhero character appearing in american comic books published by marvel comics. the character is a founding member of the fantastic four."
334,Husk,1,Female,blue,Mutant,Blond,Marvel Comics,,170.0,58.0,"husky is a general term for a type of dog used in the polar regions, primarily and specifically for work as sled dogs. it also refers to a traditional northern type, notable for its cold-weather tolerance and overall hardiness."
335,Hybrid,1,Male,brown,Symbiote,Black,Marvel Comics,,175.0,77.0,"
== hack ==
hack is a character appearing in american comic books published by marvel comics.
little is known about hack before he made his appearance on the desolate island of genosha."
336,Hydro-Man,0,Male,brown,,Brown,Marvel Comics,,188.0,119.0,"hydro-man (morris ""morrie"" bench) is a supervillain appearing in american comic books published by marvel comics. created by writer dennis o'neil and artist john romita jr., the character first appeared in the amazing spider-man #212 (january 1981)."
337,Hyperion,1,Male,blue,Eternal,Red,Marvel Comics,,183.0,207.0,"hyperion is a superhero appearing in american comic books published by marvel comics, of which there are several notable versions. created by writer roy thomas and artist sal buscema, the original hyperion made his debut in the avengers #69 (october 1969)."
338,Iceman,1,Male,brown,Mutant,Brown,Marvel Comics,,173.0,65.0,no data
342,Ink,1,Male,blue,Mutant,No Hair,Marvel Comics,,180.0,81.0,"this is a list of characters associated with the marvel comics character punisher.


== family ==


=== tree ===


=== frank castle jr. ==="
343,Invisible Woman,1,Female,blue,Human / Radiation,Blond,Marvel Comics,,168.0,54.0,"the invisible woman (susan ""sue"" storm-richards) is a superhero appearing in american comic books published by marvel comics. created by stan lee and jack kirby, the character first appeared in the fantastic four #1 (november 1961)."
344,Iron Fist,1,Male,blue,Human,Blond,Marvel Comics,,180.0,79.0,"iron fist (daniel thomas ""danny"" rand) is a superhero appearing in american comic books published by marvel comics. created by roy thomas and gil kane and inspired by kung fu films, iron fist first appeared in marvel premiere #15 (may 1974)."
345,Iron Man,1,Male,blue,Human,Black,Marvel Comics,,198.0,191.0,"iron man is a superhero appearing in american comic books published by marvel comics. co-created by writer and editor stan lee, developed by scripter larry lieber, and designed by artists don heck and jack kirby, the character first appeared in tales of suspense #39 in 1962 (cover dated march 1963) and received his own title with iron man #1 in 1968."
346,Iron Monger,0,Male,blue,,No Hair,Marvel Comics,,183.0,2.0,"iron monger is an alias used by multiple fictional characters, supervillains appearing in american comic books published by marvel comics. the most well-known version, obadiah stane, first appeared in iron man #163 (oct."
349,Jack of Hearts,1,Male,blue / white,Human,Brown,Marvel Comics,,155.0,79.0,"jack of hearts (jack hart) is a fictional superhero appearing in american comic books published by marvel comics. the character first appeared in the deadly hands of kung fu #22 (march 1976), and was created by writer bill mantlo and artist keith giffen."
355,Jean Grey,1,Female,green,Mutant,Red,Marvel Comics,,168.0,52.0,dr. jean elaine grey is a character appearing in american comic books published by marvel comics.
357,Jennifer Kale,1,Female,blue,,Blond,Marvel Comics,,168.0,55.0,"jennifer kale is a character appearing in american comic books published by marvel comics. created by writer steve gerber and artist rich buckler, the character first appeared in adventure into fear #11 (december 1972)."
360,Jessica Jones,1,Female,brown,Human,Brown,Marvel Comics,,170.0,56.0,"jessica campbell jones-cage, professionally known as jessica jones, is a superheroine appearing in american comic books published by marvel comics. the character was created by writer brian michael bendis and artist michael gaydos and first appeared in alias #1 (november 2001) as part of marvel's max, an imprint for more mature content, and was later retroactively established to have first appeared in the amazing spider-man #4 (june 1963) in the silver age of comic books as an unnamed classmate of peter parker, created by writer-editor stan lee and artist steve ditko."
362,Jigsaw,0,Male,blue,,Black,Marvel Comics,,188.0,113.0,"jigsaw (william ""billy"" russo, also known as ""the beaut"" before his disfigurement) is a supervillain appearing in american comic books published by marvel comics. created by writer len wein and artist ross andru, the character made his first full appearance in the amazing spider-man #162 (november 1976)."
368,John Wraith,1,Male,brown,,Black,Marvel Comics,,183.0,88.0,kestrel (john wraith) is a character appearing in american comic books published by marvel comics. he is depicted as a test subject of weapon x alongside his former team x teammates.
370,Jolt,1,Female,blue,,Black,Marvel Comics,,165.0,49.0,"
== j'son ==


== j2 ==


== jack flag ==


== jack frost ==


=== gregor shapanka ===


== jack o'lantern ==


=== jason macendale ===


== jack of hearts ==


== jackdaw ==

jackdaw is a character featured in the marvel comics universe. he was created by dez skinn, steve parkhouse, paul neary and john stokes, and first appeared in the incredible hulk weekly #57 (april 1980)."
371,Jubilee,1,Female,red,Mutant,Black,Marvel Comics,,165.0,52.0,"jubilee (jubilation lee) is a superhero appearing in american comic books published by marvel comics. created by writer chris claremont and artist marc silvestri, the character first appeared in uncanny x-men #244 (may 1989)."
374,Junkpile,0,Male,,Mutant,,Marvel Comics,,183.0,83.0,"marvel 2099 was a marvel comics imprint, started in 1992, that was originally about one possible future of the marvel universe, but later revealed to be the earth of the main marvel continuity in the distant future. it was originally announced by stan lee in his ""stan's soapbox"" column as a single series entitled the marvel world of tomorrow, which was being developed by lee and john byrne."
375,Justice,1,Male,hazel,Human,Brown,Marvel Comics,,178.0,81.0,"shazam (), also known as  captain marvel and the captain, is a superhero in american comic books originally published by fawcett comics and currently published by dc comics. artist c. c. beck and writer bill parker created the character in 1939."
378,Kang,0,Male,brown,,Brown,Marvel Comics,,191.0,104.0,"kang the conqueror (nathaniel richards) is a supervillain appearing in american comic books published by marvel comics. created by stan lee and jack kirby, the character first appeared in fantastic four #19 (october 1963) as rama-tut, before being reinvented as kang in the avengers #8 (september 1964)."
391,Kingpin,0,Male,blue,Human,No Hair,Marvel Comics,,201.0,203.0,"the kingpin (wilson grant fisk) is a supervillain appearing in american comic books published by marvel comics. the character was created by stan lee and john romita sr., and first appeared in the amazing spider-man #50 (cover-dated july 1967)."
392,Klaw,0,Male,red,Human,No Hair,Marvel Comics,red,188.0,97.0,"klaw (ulysses klaue) is a supervillain appearing in american comic books published by marvel comics. the character is depicted as a human physicist who has been transformed into solid sound, and who wears a sonic emitter on his right wrist as a prosthetic device."
394,Kraven II,0,Male,brown,Human,Black,Marvel Comics,,191.0,99.0,no data
395,Kraven the Hunter,0,Male,brown,Human,Black,Marvel Comics,,183.0,106.0,kraven the hunter is a 2024 american superhero film featuring the character from marvel comics. it is the sixth film in sony's spider-man universe (ssu).
399,Lady Bullseye,0,Female,,,Black,Marvel Comics,,183.0,83.0,"bullseye is a supervillain appearing in american comic books published by marvel comics. created by writer marv wolfman and artist john romita sr., the character first appeared in daredevil #131 (1976)."
400,Lady Deathstrike,0,Female,brown,Cyborg,Black,Marvel Comics,,175.0,58.0,"lady deathstrike (yuriko oyama), occasionally spelled deathstryke, is a supervillain appearing in american comic books published by marvel comics. she is a foe of the x-men, especially wolverine."
401,Leader,0,Male,green,,No Hair,Marvel Comics,,178.0,63.0,"the leader (samuel sterns) is a supervillain appearing in american comic books published by marvel comics. the leader first appeared in tales to astonish #62 (december 1964), created by writer stan lee and artist steve ditko as the archenemy of the hulk."
402,Leech,1,Male,,,,Marvel Comics,,183.0,83.0,"leech is a fictional character appearing in american comic books published by marvel comics.
leech made his first appearance in uncanny x-men as a morlock, a group of mutants whose deformities force them to live in the sewers under manhattan."
403,Legion,1,Male,green / blue,Mutant,Black,Marvel Comics,,175.0,59.0,"legion (david charles haller) is a fictional character appearing in american comic books published by marvel comics, typically as a villain or supporting character in stories featuring the x-men and related characters.
he is the mutant son of charles xavier and gabrielle haller."
409,Living Brain,0,,yellow,,,Marvel Comics,,198.0,360.0,"the living brain is the name of two supervillains appearing in american comic books published by marvel comics. created by writer stan lee and artist steve ditko, the original living brain first appears in the amazing spider-man #8 and has made few subsequent appearances since."
412,Lizard,0,Male,red,Human,No Hair,Marvel Comics,,203.0,230.0,"the lizard (dr. curtis ""curt"" connors) is a character appearing in american comic books published by marvel comics."
414,Loki,0,Male,green,Asgardian,Black,Marvel Comics,,193.0,236.0,"loki laufeyson is a character appearing in american comic books published by marvel comics. created by writer stan lee, scripter larry lieber, and penciller jack kirby, he is based on the norse mythological deity of the same name."
415,Longshot,1,Male,blue,Human,Blond,Marvel Comics,,188.0,36.0,"longshot is a superhero appearing in american comic books published by marvel comics, most commonly in association with the x-men. created by writer ann nocenti and artist art adams, he first appeared in longshot #1 (september 1985), the first issue of a six-issue miniseries that represents the first major work of both nocenti and adams."
416,Luke Cage,1,Male,brown,Human,Black,Marvel Comics,,198.0,191.0,"lucas ""luke"" cage, born carl lucas and also known as power man, is a superhero appearing in american comic books published by marvel comics. created by archie goodwin, george tuska, roy thomas, and john romita sr."
419,Luna,1,Female,,Human,,Marvel Comics,,183.0,83.0,"
== la lunatica ==


== lactuca the knower ==

lactuca the knower is a character appearing in american comic books published by marvel comics. she first appeared in planet-size x-men #1 (august 2021), created by gerry duggan and pepe larraz."
420,Lyja,1,Female,green,,Green,Marvel Comics,,183.0,83.0,"lyja is a fictional character appearing in american comic books published by marvel comics. a skrull, she possesses the ability to shapeshift into almost any humanoid or animal form."
421,Mach-IV,0,Male,brown,,Brown,Marvel Comics,,180.0,79.0,"abner jenkins, also known as the beetle, mach-1, mach-2, mach-3,  mach-iv, mach-v, mach-vii and mach-x, is a character appearing in american comic books published by marvel comics. created by writer stan lee and artist carl burgos, he debuted in strange tales #123 (august 1964) as the original beetle, a supervillain wearing an armor plated, mechanical suit he had designed himself after growing frustrated with his ordinary job as an aircraft mechanic and deciding to turn to crime."
422,Machine Man,1,,red,,Black,Marvel Comics,,183.0,383.0,"machine man (also known as aaron stack, mister machine and serial number z2p45-9-x-51 or x-51 for short) is an android superhero appearing in american comic books published by marvel comics. the character was created by jack kirby for 2001: a space odyssey #8 (july 1977), a comic written and drawn by kirby featuring concepts based on the eponymous 1968 stanley kubrick feature film and arthur c. clarke's 1968 novel."
423,Magneto,0,Male,grey,Mutant,White,Marvel Comics,,188.0,86.0,"magneto () is a character appearing in american comic books published by marvel comics, commonly in association with the x-men. created by writer stan lee and artist/co-writer jack kirby, the character first appeared in the x-men #1 (cover-dated september 1963) as an adversary of the x-men."
425,Magus,0,Male,black,,,Marvel Comics,,183.0,83.0,"magnus, meaning ""great"" in latin, was used as cognomen of gnaeus pompeius magnus in the first century bc. the best-known use of the name during the roman empire is for the fourth-century western roman emperor magnus maximus. the name gained wider popularity in the middle ages among various european peoples and their royal houses, being introduced to them upon being converted to the latin-speaking catholic christianity."
428,Man-Thing,1,Male,red,,No Hair,Marvel Comics,green,213.0,225.0,"the man-thing (dr. theodore ""ted"" sallis) is a fictional character appearing in american comic books published by marvel comics."
429,Man-Wolf,1,Male,brown,,Auburn,Marvel Comics,,188.0,90.0,"john jonah jameson iii (also known as colonel jupiter, the man-wolf and the stargod) is a fictional character appearing in american comic books published by marvel comics. the character is depicted as the son of j. jonah jameson, and a friend to peter parker."
430,Mandarin,0,Male,blue,Human,White,Marvel Comics,,188.0,97.0,the mandarin is a supervillain appearing in american comic books published by marvel comics. he is the archenemy of iron man.
431,Mantis,1,Female,green,Human-Kree,Black,Marvel Comics,green,168.0,52.0,"mantis is a character appearing in american comic books published by marvel comics. created by writer steve englehart and artist don heck, the character first appeared in the avengers #112 (june 1973)."
433,Marvel Girl,1,Female,green,,Red,Marvel Comics,,170.0,56.0,quicksilver (pietro django maximoff) is a fictional character appearing in american comic books published by marvel comics. the character first appeared in the comic book the x-men #4 (march 1964) and was created by stan lee and jack kirby.
438,Maverick,1,Male,blue,,Black,Marvel Comics,,193.0,110.0,"david north (christoph ""christopher"" nord) is a character appearing in american comic books published by marvel comics. he is primarily known as maverick and went by agent zero while operating within the weapon x program."
441,Medusa,1,Female,green,Inhuman,Red,Marvel Comics,,180.0,59.0,"medusa (medusalith amaquelin-boltagon) is a character appearing in american comic books published by marvel comics. created by stan lee and jack kirby, the character first appeared in fantastic four #36 (1965)."
442,Meltdown,1,Female,blue,,Blond,Marvel Comics,,165.0,54.0,"marvel comics is a publisher of american comic books and related media. it counts among its characters such well-known superheroes as spider-man, wolverine, iron man, captain america, thor, hulk, black panther, doctor strange, ant-man, daredevil, and deadpool, and such teams as the avengers, the x-men, the fantastic four, and the guardians of the galaxy."
443,Mephisto,0,Male,white,,Black,Marvel Comics,,198.0,140.0,"mephisto is a fictional character appearing in american comic books published by marvel comics. the character first appeared in silver surfer #3 (december 1968), and was created by stan lee and john buscema and based on mephistopheles: a demon character from the faust legend, who has sometimes been referred to as mephisto."
447,Meteorite,1,Female,,,,Marvel Comics,,183.0,83.0,"the marvel cinematic universe (mcu) media franchise features many fictional elements, including locations, weapons, and artifacts. many are based on elements that originally appeared in the american comic books published by marvel comics, while others were created for the mcu.


== locations ==


=== earth ===
the avengers compound, also known as the new avengers facility, is the primary base of operations of the avengers and is located on the coast of the hudson river in upstate new york."
452,Mimic,1,Male,brown,,Brown,Marvel Comics,,188.0,101.0,"mimic (calvin montgomery rankin) is a fictional character appearing in american comic books published by marvel comics. he was briefly a member of the x-men in the 1960s, and was the first character to be added to the team after the original line-up and the first x-man who was not a mutant."
456,Mister Fantastic,1,Male,brown,Human / Radiation,Brown,Marvel Comics,,185.0,81.0,mister fantastic (reed richards) is a superhero appearing in american comic books published by marvel comics. he was created by stan lee and jack kirby.
458,Mister Knife,0,Male,blue,Spartoi,Brown,Marvel Comics,,183.0,83.0,"
== sabra ==


== sabreclaw ==
sabreclaw (hudson logan) is a character appearing in american comic books published by marvel comics who first appeared in j2 #8 (may 1999). he is the half-brother of wild thing and son of wolverine."
460,Mister Sinister,0,Male,red,Human / Altered,Black,Marvel Comics,,196.0,128.0,mister sinister (dr. nathaniel essex) is a supervillain appearing in american comic books published by marvel comics.
462,Mockingbird,1,Female,blue,Human,Blond,Marvel Comics,,175.0,61.0,"barbara ""bobbi"" morse is a fictional superhero appearing in american comic books published by marvel comics. the character first appeared in astonishing tales #6 in 1971 as a supporting character and eventual love interest of ka-zar, with a ph.d. in biology."
463,MODOK,0,Male,white,Cyborg,Brownn,Marvel Comics,,366.0,338.0,"modok ( moh-dok; also written as m.o.d.o.k.; an acronym for mental/mobile/mechanized organism designed only for killing) is a fictional character appearing in american comic books published by marvel comics. created by stan lee and jack kirby, the character first appeared in tales of suspense #93 (september 1967)."
467,Molten Man,0,Male,gold,,Gold,Marvel Comics,,196.0,248.0,"molten man (mark raxton) is a fictional character appearing in american comic books published by marvel comics. once a chemical engineer who longed to get rich, mark raxton was caught in an accident that saw his body get covered by an experimental organic-liquid metal alloy, which granted him superpowers, including the ability to generate extreme heat and radiation."
470,Moon Knight,1,Male,brown,Human,Brown,Marvel Comics,,188.0,101.0,"moon knight is a superhero appearing in american comic books published by marvel comics. created by writer doug moench and artist don perlin, the character first appeared in werewolf by night #32 (august 1975)."
471,Moonstone,0,Female,blue,,Blond,Marvel Comics,,180.0,59.0,the thunderbolts are an antihero/supervillain/superhero team appearing in american comic books published by marvel comics. the team consists mostly of reformed supervillains.
